id,Title,bodyPart,target,Equipment,secondaryMuscles,instructions,Desc,difficulty,category,updated_at,gifUrl,exercise_type
389,dumbbell seated bench extension,upper arms,triceps,dumbbell,"[""shoulders""]","[""Sit on a bench with your back straight and feet flat on the ground."",""Hold a dumbbell with both hands and extend your arms straight up above your head."",""Slowly lower the dumbbell behind your head, keeping your elbows close to your ears."",""Pause for a moment, then raise the dumbbell back up to the starting position."",""Repeat for the desired number of repetitions.""]","The dumbbell seated bench extension is an upper arm exercise targeting the triceps. It involves sitting on a bench, holding a dumbbell overhead with both hands, and lowering it behind the head before extending the arms back up.",beginner,strength,2026-01-03 11:42:14.752076+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0389.gif,W
390,dumbbell seated biceps curl (on stability ball),upper arms,biceps,dumbbell,"[""forearms""]","[""Sit on a stability ball with your feet flat on the ground and your back straight."",""Hold a dumbbell in each hand with your palms facing forward and your arms fully extended."",""Keeping your upper arms stationary, exhale and curl the dumbbells while contracting your biceps."",""Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level."",""Hold the contracted position for a brief pause as you squeeze your biceps."",""Inhale and slowly begin to lower the dumbbells back to the starting position."",""Repeat for the desired number of repetitions.""]","The dumbbell seated biceps curl (on stability ball) is a biceps-focused exercise performed while seated on a stability ball, which adds an element of balance and core engagement. It targets the biceps and also works the forearms as secondary muscles.",intermediate,strength,2026-01-03 11:42:14.909565+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0390.gif,W
391,dumbbell seated curl,upper arms,biceps,dumbbell,"[""forearms""]","[""Sit on a bench with your feet flat on the ground and a dumbbell in each hand, palms facing forward."",""Keep your back straight and your elbows close to your torso."",""Exhale and curl the dumbbells up towards your shoulders, contracting your biceps."",""Pause for a moment at the top, then inhale and slowly lower the dumbbells back down to the starting position."",""Repeat for the desired number of repetitions.""]","The dumbbell seated curl is a strength exercise targeting the biceps, performed while seated to minimize body movement and focus on arm isolation.",beginner,strength,2026-01-03 11:42:15.045502+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0391.gif,W
392,dumbbell seated front raise,shoulders,delts,dumbbell,"[""trapezius"",""biceps""]","[""Sit on a bench with your feet flat on the ground and a dumbbell in each hand, resting on your thighs."",""Keep your back straight and core engaged."",""Raise the dumbbells in front of you, with your palms facing down, until they are at shoulder level."",""Pause for a moment at the top, then slowly lower the dumbbells back down to the starting position."",""Repeat for the desired number of repetitions.""]","The dumbbell seated front raise is a shoulder exercise that targets the deltoid muscles. It is performed while seated, which helps to isolate the shoulders and minimize momentum, making it a controlled movement for building shoulder strength.",beginner,strength,2026-01-03 11:42:15.298515+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0392.gif,W
393,dumbbell seated inner biceps curl,upper arms,biceps,dumbbell,"[""forearms""]","[""Sit on a bench with your feet flat on the ground and hold a dumbbell in each hand, palms facing up."",""Rest your upper arms on your thighs, allowing the dumbbells to hang down."",""Keeping your upper arms stationary, curl the dumbbells up towards your shoulders by contracting your biceps."",""Pause for a moment at the top, then slowly lower the dumbbells back down to the starting position."",""Repeat for the desired number of repetitions.""]","The dumbbell seated inner biceps curl targets the biceps and forearms by having the lifter sit on a bench, rest their upper arms on their thighs, and curl dumbbells upward. This isolates the biceps and minimizes momentum, making it an effective strength-building exercise.",beginner,strength,2026-01-03 11:42:15.538908+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0393.gif,W
394,dumbbell seated kickback,upper arms,triceps,dumbbell,"[""shoulders""]","[""Sit on a bench with your feet flat on the ground and hold a dumbbell in each hand."",""Bend your knees slightly and lean forward from your hips, keeping your back straight."",""Bring your upper arms close to your sides and keep your elbows bent at a 90-degree angle."",""Extend your arms straight back, squeezing your triceps at the top of the movement."",""Pause for a moment, then slowly lower the dumbbells back to the starting position."",""Repeat for the desired number of repetitions.""]","The dumbbell seated kickback is an isolation exercise targeting the triceps, performed while seated with dumbbells. It requires maintaining a stable posture and proper form to effectively engage the triceps.",beginner,strength,2026-01-03 11:42:15.671666+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0394.gif,W
395,dumbbell seated lateral raise v. 2,shoulders,delts,dumbbell,"[""traps"",""triceps""]","[""Sit on a bench with your feet flat on the ground and a dumbbell in each hand, resting on your thighs."",""Keep your back straight and core engaged."",""Raise the dumbbells to your sides with a slight bend in your elbows, until your arms are parallel to the ground."",""Pause for a moment at the top, then slowly lower the dumbbells back down to the starting position."",""Repeat for the desired number of repetitions.""]","The dumbbell seated lateral raise (version 2) is an isolation exercise targeting the deltoid muscles. It is performed while seated, which helps minimize momentum and focuses the effort on the shoulder muscles. This exercise is commonly used to build shoulder width and strength.",intermediate,strength,2026-01-03 11:42:15.803343+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0395.gif,W
396,dumbbell seated lateral raise,shoulders,delts,dumbbell,"[""traps"",""upper back""]","[""Sit on a bench with your feet flat on the ground and a dumbbell in each hand, resting on your thighs."",""Keep your back straight and core engaged."",""Raise the dumbbells to your sides with a slight bend in your elbows, until your arms are parallel to the ground."",""Pause for a moment at the top, then slowly lower the dumbbells back down to the starting position."",""Repeat for the desired number of repetitions.""]","The dumbbell seated lateral raise is an isolation exercise targeting the deltoid muscles of the shoulders. It is performed while seated, which helps minimize momentum and focuses the effort on the shoulder muscles.",beginner,strength,2026-01-03 11:42:15.974953+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0396.gif,W
397,dumbbell seated neutral wrist curl,upper arms,biceps,dumbbell,"[""forearms""]","[""Sit on a bench with your feet flat on the ground and hold a dumbbell in each hand, palms facing each other."",""Rest your forearms on your thighs, allowing the dumbbells to hang down."",""Keeping your wrists in a neutral position, curl the dumbbells up towards your shoulders."",""Pause for a moment at the top, then slowly lower the dumbbells back down to the starting position."",""Repeat for the desired number of repetitions.""]","The dumbbell seated neutral wrist curl targets the biceps and forearms by having the lifter curl dumbbells with a neutral grip while seated, focusing on wrist and forearm strength.",beginner,strength,2026-01-03 11:42:16.089001+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0397.gif,W
398,dumbbell seated one arm kickback,upper arms,triceps,dumbbell,"[""shoulders""]","[""Sit on a bench with your feet flat on the ground and hold a dumbbell in one hand."",""Bend your torso forward at the waist, keeping your back straight and parallel to the ground."",""Extend your arm straight back, keeping your elbow close to your body."",""Pause for a moment at the top, then slowly lower the dumbbell back to the starting position."",""Repeat for the desired number of repetitions, then switch arms.""]","The dumbbell seated one arm kickback is an isolation exercise targeting the triceps, performed while seated on a bench. It requires a dumbbell and focuses on extending the arm backward to engage the triceps.",beginner,strength,2026-01-03 11:42:16.351525+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0398.gif,W
